"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"% głosów ważnych";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
16;"101802";"gmina wiejska";"gm. Czastary";"wieruszowski";"łódzkie";"60,01";"0,58";"72,73";"27,27";"0,00";"99,42";"1,58";"6,58";"58,18";"14,73";"0,42";"4,47";"0,05";"0,21";"13,57";"0,00";"0,21";3
16;"101803";"gmina wiejska";"gm. Galewice";"wieruszowski";"łódzkie";"59,03";"0,31";"33,33";"66,67";"0,00";"99,69";"1,56";"8,37";"57,10";"13,38";"0,14";"2,56";"0,07";"0,07";"16,42";"0,10";"0,24";5
16;"101804";"gmina miejsko-wiejska";"gm. Lututów";"wieruszowski";"łódzkie";"62,65";"0,40";"22,22";"77,78";"0,00";"99,60";"1,85";"6,57";"61,84";"11,03";"0,09";"4,54";"0,31";"0,09";"13,54";"0,00";"0,13";6
16;"101805";"gmina wiejska";"gm. Łubnice";"wieruszowski";"łódzkie";"61,28";"0,54";"18,18";"81,82";"0,00";"99,46";"1,14";"7,05";"57,22";"13,00";"0,15";"7,30";"0,00";"0,05";"13,85";"0,00";"0,25";3
16;"101806";"gmina wiejska";"gm. Sokolniki";"wieruszowski";"łódzkie";"61,80";"0,37";"22,22";"77,78";"0,00";"99,63";"1,06";"7,50";"57,20";"12,15";"0,12";"3,47";"0,12";"0,16";"17,94";"0,12";"0,16";4
16;"101807";"gmina miejsko-wiejska";"gm. Wieruszów";"wieruszowski";"łódzkie";"63,78";"0,44";"31,25";"68,75";"0,00";"99,56";"1,97";"6,87";"45,38";"14,97";"0,17";"2,75";"0,11";"0,07";"27,52";"0,04";"0,15";13
16;"101901";"gmina miejska";"m. Zduńska Wola";"zduńskowolski";"łódzkie";"65,28";"0,27";"37,50";"62,50";"0,00";"99,73";"2,62";"6,18";"45,61";"13,97";"0,16";"1,66";"0,09";"0,18";"29,16";"0,15";"0,22";23
16;"101902";"gmina miejsko-wiejska";"gm. Szadek";"zduńskowolski";"łódzkie";"63,55";"0,27";"50,00";"50,00";"0,00";"99,73";"1,77";"6,02";"56,96";"12,28";"0,11";"3,37";"0,13";"0,16";"18,67";"0,21";"0,32";8
16;"101903";"gmina wiejska";"gm. Zapolice";"zduńskowolski";"łódzkie";"61,84";"0,08";"50,00";"50,00";"0,00";"99,92";"1,89";"5,47";"57,56";"12,41";"0,04";"2,54";"0,23";"0,00";"19,47";"0,19";"0,19";4
16;"101904";"gmina wiejska";"gm. Zduńska Wola";"zduńskowolski";"łódzkie";"65,32";"0,26";"37,50";"62,50";"0,00";"99,74";"2,00";"5,95";"54,75";"15,43";"0,29";"3,04";"0,10";"0,23";"17,93";"0,13";"0,16";7
14;"102001";"gmina miejska";"m. Głowno";"zgierski";"łódzkie";"63,11";"0,36";"30,77";"69,23";"0,00";"99,64";"2,45";"4,57";"40,39";"15,09";"0,20";"1,93";"0,10";"0,11";"34,61";"0,18";"0,38";12
14;"102002";"gmina miejska";"m. Ozorków";"zgierski";"łódzkie";"63,36";"0,40";"31,58";"68,42";"0,00";"99,60";"2,18";"6,69";"45,74";"13,20";"0,07";"2,14";"0,06";"0,16";"29,40";"0,08";"0,26";16
14;"102003";"gmina miejska";"m. Zgierz";"zgierski";"łódzkie";"67,12";"0,25";"31,51";"68,49";"0,00";"99,75";"2,83";"5,44";"38,78";"14,65";"0,13";"1,95";"0,09";"0,14";"35,62";"0,13";"0,25";39
14;"102004";"gmina miejsko-wiejska";"gm. Aleksandrów Łódzki";"zgierski";"łódzkie";"70,07";"0,28";"37,50";"62,50";"0,00";"99,72";"2,61";"5,84";"35,13";"16,05";"0,15";"1,92";"0,06";"0,15";"37,70";"0,20";"0,18";13
14;"102005";"gmina wiejska";"gm. Głowno";"zgierski";"łódzkie";"62,78";"0,49";"25,00";"75,00";"0,00";"99,51";"1,84";"6,18";"63,68";"11,38";"0,12";"3,28";"0,04";"0,04";"13,19";"0,12";"0,12";6
14;"102006";"gmina wiejska";"gm. Ozorków";"zgierski";"łódzkie";"68,70";"0,38";"13,33";"86,67";"0,00";"99,62";"1,94";"6,34";"55,50";"10,35";"0,20";"2,73";"0,00";"0,10";"22,54";"0,10";"0,20";7
14;"102007";"gmina wiejska";"gm. Parzęczew";"zgierski";"łódzkie";"66,61";"0,29";"12,50";"87,50";"0,00";"99,71";"1,75";"7,37";"47,80";"13,76";"0,29";"3,18";"0,04";"0,25";"25,42";"0,04";"0,11";9
14;"102008";"gmina miejsko-wiejska";"gm. Stryków";"zgierski";"łódzkie";"69,68";"0,24";"41,18";"58,82";"0,00";"99,76";"2,10";"6,75";"44,34";"14,21";"0,20";"2,88";"0,14";"0,07";"28,87";"0,13";"0,31";10
14;"102009";"gmina wiejska";"gm. Zgierz";"zgierski";"łódzkie";"68,80";"0,33";"37,04";"62,96";"0,00";"99,67";"1,98";"5,19";"43,04";"14,05";"0,18";"2,35";"0,02";"0,15";"32,70";"0,14";"0,20";9
14;"102101";"gmina miejska";"m. Brzeziny";"brzeziński";"łódzkie";"65,89";"0,41";"11,54";"88,46";"0,00";"99,59";"1,74";"6,06";"47,84";"14,37";"0,14";"2,34";"0,11";"0,17";"26,79";"0,14";"0,28";9
14;"102102";"gmina wiejska";"gm. Brzeziny";"brzeziński";"łódzkie";"68,01";"0,58";"50,00";"50,00";"0,00";"99,42";"1,53";"6,57";"54,60";"12,94";"0,33";"4,36";"0,07";"0,10";"19,32";"0,07";"0,13";5
14;"102103";"gmina wiejska";"gm. Dmosin";"brzeziński";"łódzkie";"63,55";"0,30";"28,57";"71,43";"0,00";"99,70";"1,85";"5,24";"57,69";"9,79";"0,21";"6,27";"0,17";"0,21";"18,26";"0,13";"0,17";8
14;"102104";"gmina wiejska";"gm. Jeżów";"brzeziński";"łódzkie";"66,36";"0,50";"11,11";"88,89";"0,00";"99,50";"0,78";"5,55";"64,15";"9,54";"0,17";"6,71";"0,28";"0,28";"12,04";"0,11";"0,39";10
14;"102105";"gmina wiejska";"gm. Rogów";"brzeziński";"łódzkie";"66,31";"0,28";"28,57";"71,43";"0,00";"99,72";"1,73";"6,89";"57,44";"12,90";"0,08";"3,51";"0,08";"0,00";"17,09";"0,16";"0,12";7
14;"106101";"gmina miejska";"m. Łódź";"Łódź";"łódzkie";"67,35";"0,30";"41,93";"58,07";"0,00";"99,70";"3,21";"5,64";"30,66";"14,53";"0,16";"1,66";"0,09";"0,17";"43,44";"0,18";"0,25";314
15;"106201";"gmina miejska";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"65,41";"0,30";"31,82";"68,18";"0,00";"99,70";"2,55";"5,92";"43,47";"14,49";"0,19";"1,82";"0,13";"0,14";"30,96";"0,14";"0,19";41
17;"106301";"gmina miejska";"m. Skierniewice";"Skierniewice";"łódzkie";"69,41";"0,23";"47,46";"52,54";"0,00";"99,77";"2,32";"6,12";"40,56";"15,81";"0,17";"2,29";"0,18";"0,16";"31,98";"0,15";"0,26";27
20;"120101";"gmina miejska";"m. Bochnia";"bocheński";"małopolskie";"68,88";"0,27";"39,53";"60,47";"0,00";"99,73";"2,01";"7,47";"47,13";"13,01";"0,18";"3,06";"0,13";"0,06";"26,61";"0,11";"0,23";17
20;"120102";"gmina wiejska";"gm. Bochnia";"bocheński";"małopolskie";"67,74";"0,25";"26,92";"73,08";"0,00";"99,75";"1,10";"8,03";"63,07";"10,17";"0,19";"3,73";"0,06";"0,13";"13,23";"0,09";"0,20";16
20;"120103";"gmina wiejska";"gm. Drwinia";"bocheński";"małopolskie";"68,19";"0,25";"55,56";"44,44";"0,00";"99,75";"0,87";"7,63";"72,02";"7,05";"0,34";"3,21";"0,11";"0,14";"8,44";"0,14";"0,06";6
20;"120104";"gmina wiejska";"gm. Lipnica Murowana";"bocheński";"małopolskie";"68,29";"0,30";"33,33";"66,67";"0,00";"99,70";"0,71";"6,93";"73,28";"5,78";"0,17";"4,49";"0,03";"0,03";"8,19";"0,17";"0,20";5
20;"120105";"gmina wiejska";"gm. Łapanów";"bocheński";"małopolskie";"67,32";"0,30";"23,08";"76,92";"0,00";"99,70";"0,79";"7,70";"66,68";"7,89";"0,19";"5,56";"0,14";"0,16";"10,51";"0,02";"0,35";5
20;"120106";"gmina miejsko-wiejska";"gm. Nowy Wiśnicz";"bocheński";"małopolskie";"70,63";"0,28";"40,91";"59,09";"0,00";"99,72";"1,11";"7,32";"67,70";"7,48";"0,18";"3,41";"0,05";"0,15";"12,37";"0,09";"0,14";9
20;"120107";"gmina wiejska";"gm. Rzezawa";"bocheński";"małopolskie";"66,44";"0,24";"21,43";"78,57";"0,00";"99,76";"1,06";"9,48";"65,67";"9,02";"0,22";"2,44";"0,15";"0,05";"11,61";"0,05";"0,24";9
20;"120108";"gmina wiejska";"gm. Trzciana";"bocheński";"małopolskie";"72,70";"0,29";"11,11";"88,89";"0,00";"99,71";"0,64";"7,33";"72,74";"6,41";"0,26";"4,37";"0,00";"0,16";"7,68";"0,06";"0,35";5
20;"120109";"gmina wiejska";"gm. Żegocina";"bocheński";"małopolskie";"75,67";"0,25";"50,00";"50,00";"0,00";"99,75";"0,38";"7,71";"77,40";"4,96";"0,16";"2,59";"0,09";"0,03";"6,45";"0,06";"0,16";4
20;"120201";"gmina wiejska";"gm. Borzęcin";"brzeski";"małopolskie";"58,45";"0,38";"20,00";"80,00";"0,00";"99,62";"1,00";"10,66";"66,51";"7,20";"0,13";"3,51";"0,10";"0,13";"10,48";"0,08";"0,20";7
20;"120202";"gmina miejsko-wiejska";"gm. Brzesko";"brzeski";"małopolskie";"64,18";"0,27";"28,00";"72,00";"0,00";"99,73";"1,55";"9,64";"54,28";"10,62";"0,14";"4,02";"0,13";"0,09";"19,24";"0,09";"0,21";22
20;"120203";"gmina miejsko-wiejska";"gm. Czchów";"brzeski";"małopolskie";"64,96";"0,39";"15,79";"84,21";"0,00";"99,61";"0,92";"7,36";"66,85";"7,91";"0,29";"3,94";"0,12";"0,12";"12,22";"0,02";"0,25";8
20;"120204";"gmina wiejska";"gm. Dębno";"brzeski";"małopolskie";"65,55";"0,35";"34,62";"65,38";"0,00";"99,65";"1,41";"10,89";"60,41";"10,55";"0,11";"4,00";"0,12";"0,13";"12,04";"0,07";"0,28";12
20;"120205";"gmina wiejska";"gm. Gnojnik";"brzeski";"małopolskie";"64,89";"0,20";"25,00";"75,00";"0,00";"99,80";"0,23";"10,00";"71,45";"7,26";"0,08";"3,02";"0,13";"0,08";"7,69";"0,03";"0,05";6
20;"120206";"gmina wiejska";"gm. Iwkowa";"brzeski";"małopolskie";"69,58";"0,17";"16,67";"83,33";"0,00";"99,83";"0,46";"8,19";"75,35";"4,84";"0,06";"4,90";"0,03";"0,03";"6,03";"0,00";"0,12";4
20;"120207";"gmina wiejska";"gm. Szczurowa";"brzeski";"małopolskie";"56,66";"0,33";"7,14";"92,86";"0,00";"99,67";"1,01";"7,95";"68,64";"7,06";"0,21";"4,74";"0,12";"0,05";"10,09";"0,00";"0,14";11
18;"120301";"gmina miejsko-wiejska";"gm. Alwernia";"chrzanowski";"małopolskie";"66,83";"0,16";"0,00";"100,00";"0,00";"99,84";"1,84";"6,63";"51,18";"13,13";"0,25";"2,58";"0,04";"0,10";"23,93";"0,03";"0,27";8
18;"120302";"gmina wiejska";"gm. Babice";"chrzanowski";"małopolskie";"67,30";"0,22";"0,00";"100,00";"0,00";"99,78";"1,53";"8,11";"50,57";"14,04";"0,26";"3,18";"0,08";"0,10";"21,87";"0,06";"0,18";9
18;"120303";"gmina miejsko-wiejska";"gm. Chrzanów";"chrzanowski";"małopolskie";"65,04";"0,26";"38,71";"61,29";"0,00";"99,74";"2,69";"6,26";"38,53";"14,06";"0,15";"2,13";"0,11";"0,16";"35,49";"0,14";"0,28";31
18;"120304";"gmina miejsko-wiejska";"gm. Libiąż";"chrzanowski";"małopolskie";"66,90";"0,37";"30,23";"69,77";"0,00";"99,63";"2,15";"7,27";"47,93";"12,95";"0,12";"2,02";"0,10";"0,17";"26,89";"0,13";"0,26";15
18;"120305";"gmina miejsko-wiejska";"gm. Trzebinia";"chrzanowski";"małopolskie";"65,60";"0,30";"16,98";"83,02";"0,00";"99,70";"2,06";"7,19";"40,94";"15,15";"0,16";"2,21";"0,09";"0,16";"31,67";"0,10";"0,27";26
20;"120401";"gmina wiejska";"gm. Bolesław";"dąbrowski";"małopolskie";"45,38";"0,40";"25,00";"75,00";"0,00";"99,60";"1,00";"7,11";"67,87";"5,31";"0,20";"10,71";"0,00";"0,00";"7,61";"0,00";"0,20";2
20;"120402";"gmina miejsko-wiejska";"gm. Dąbrowa Tarnowska";"dąbrowski";"małopolskie";"59,19";"0,23";"34,78";"65,22";"0,00";"99,77";"0,97";"7,24";"66,30";"6,86";"0,21";"4,90";"0,05";"0,08";"13,08";"0,07";"0,23";20
20;"120403";"gmina wiejska";"gm. Gręboszów";"dąbrowski";"małopolskie";"51,94";"0,35";"20,00";"80,00";"0,00";"99,65";"0,50";"5,80";"68,29";"4,03";"0,14";"14,37";"0,07";"0,00";"6,72";"0,07";"0,00";4
20;"120404";"gmina wiejska";"gm. Mędrzechów";"dąbrowski";"małopolskie";"53,13";"0,13";"50,00";"50,00";"0,00";"99,87";"1,21";"8,26";"67,85";"5,70";"0,13";"7,65";"0,13";"0,13";"8,72";"0,13";"0,07";4
20;"120405";"gmina wiejska";"gm. Olesno";"dąbrowski";"małopolskie";"56,40";"0,42";"66,67";"33,33";"0,00";"99,58";"0,73";"6,94";"72,96";"6,75";"0,14";"4,46";"0,06";"0,06";"7,71";"0,03";"0,17";8
20;"120406";"gmina wiejska";"gm. Radgoszcz";"dąbrowski";"małopolskie";"60,27";"0,56";"20,00";"80,00";"0,00";"99,44";"0,54";"6,43";"80,07";"3,88";"0,17";"3,85";"0,03";"0,03";"4,78";"0,00";"0,23";7
20;"120407";"gmina miejsko-wiejska";"gm. Szczucin";"dąbrowski";"małopolskie";"55,65";"0,51";"26,67";"73,33";"0,00";"99,49";"1,17";"6,79";"67,92";"8,39";"0,10";"4,09";"0,05";"0,03";"11,17";"0,12";"0,17";9
19;"120501";"gmina miejska";"m. Gorlice";"gorlicki";"małopolskie";"61,85";"0,34";"41,30";"58,70";"0,00";"99,66";"1,69";"7,19";"48,39";"11,22";"0,14";"2,46";"0,10";"0,13";"28,41";"0,10";"0,18";22
19;"120502";"gmina miejsko-wiejska";"gm. Biecz";"gorlicki";"małopolskie";"59,74";"0,40";"31,25";"68,75";"0,00";"99,60";"1,26";"7,61";"67,02";"8,19";"0,16";"2,63";"0,15";"0,10";"12,56";"0,14";"0,19";12
19;"120503";"gmina miejsko-wiejska";"gm. Bobowa";"gorlicki";"małopolskie";"64,92";"0,46";"36,36";"63,64";"0,00";"99,54";"0,40";"8,64";"72,27";"7,16";"0,04";"2,50";"0,12";"0,12";"8,56";"0,02";"0,17";7
19;"120504";"gmina wiejska";"gm. Gorlice";"gorlicki";"małopolskie";"62,80";"0,20";"23,53";"76,47";"0,00";"99,80";"0,90";"8,31";"62,18";"10,30";"0,08";"2,78";"0,14";"0,14";"14,83";"0,07";"0,28";11
19;"120505";"gmina wiejska";"gm. Lipinki";"gorlicki";"małopolskie";"62,04";"0,39";"76,92";"23,08";"0,00";"99,61";"0,98";"6,43";"70,09";"8,60";"0,27";"2,47";"0,06";"0,18";"10,68";"0,03";"0,21";7
19;"120506";"gmina wiejska";"gm. Łużna";"gorlicki";"małopolskie";"62,41";"0,36";"53,33";"46,67";"0,00";"99,64";"1,02";"8,95";"66,89";"7,75";"0,12";"3,90";"0,10";"0,15";"10,88";"0,05";"0,20";9
19;"120507";"gmina wiejska";"gm. Moszczenica";"gorlicki";"małopolskie";"60,64";"0,13";"0,00";"100,00";"0,00";"99,87";"0,69";"9,30";"71,24";"7,50";"0,21";"3,30";"0,00";"0,09";"7,42";"0,04";"0,21";3
19;"120508";"gmina wiejska";"gm. Ropa";"gorlicki";"małopolskie";"66,08";"0,18";"40,00";"60,00";"0,00";"99,82";"0,84";"7,10";"69,60";"9,25";"0,07";"3,00";"0,26";"0,15";"9,40";"0,07";"0,26";6
19;"120509";"gmina wiejska";"gm. Sękowa";"gorlicki";"małopolskie";"61,23";"0,32";"37,50";"62,50";"0,00";"99,68";"1,65";"7,00";"54,11";"12,64";"0,28";"4,03";"0,12";"0,04";"20,01";"0,08";"0,04";6
19;"120510";"gmina wiejska";"gm. Uście Gorlickie";"gorlicki";"małopolskie";"60,83";"0,29";"20,00";"80,00";"0,00";"99,71";"1,59";"8,24";"51,85";"13,53";"0,09";"3,47";"0,15";"0,09";"20,71";"0,06";"0,24";10
18;"120601";"gmina wiejska";"gm. Czernichów";"krakowski";"małopolskie";"67,08";"0,32";"40,00";"60,00";"0,00";"99,68";"1,70";"8,24";"53,42";"12,00";"0,21";"3,17";"0,13";"0,13";"20,49";"0,14";"0,38";12
18;"120602";"gmina wiejska";"gm. Igołomia-Wawrzeńczyce";"krakowski";"małopolskie";"58,80";"0,22";"50,00";"50,00";"0,00";"99,78";"1,13";"5,42";"65,24";"8,99";"0,22";"4,07";"0,06";"0,17";"14,38";"0,03";"0,30";7
18;"120603";"gmina wiejska";"gm. Iwanowice";"krakowski";"małopolskie";"67,96";"0,39";"10,53";"89,47";"0,00";"99,61";"1,16";"7,39";"61,32";"10,42";"0,18";"3,01";"0,08";"0,10";"16,01";"0,08";"0,24";6
18;"120604";"gmina wiejska";"gm. Jerzmanowice-Przeginia";"krakowski";"małopolskie";"70,09";"0,44";"33,33";"66,67";"0,00";"99,56";"1,28";"8,20";"60,26";"10,93";"0,21";"3,24";"0,15";"0,13";"15,34";"0,11";"0,15";8
18;"120605";"gmina wiejska";"gm. Kocmyrzów-Luborzyca";"krakowski";"małopolskie";"67,33";"0,30";"28,00";"72,00";"0,00";"99,70";"1,53";"7,61";"51,46";"11,53";"0,21";"3,75";"0,07";"0,06";"23,35";"0,10";"0,33";10
18;"120606";"gmina miejsko-wiejska";"gm. Krzeszowice";"krakowski";"małopolskie";"67,09";"0,30";"35,29";"64,71";"0,00";"99,70";"1,98";"6,97";"46,86";"13,12";"0,28";"3,01";"0,10";"0,15";"27,10";"0,16";"0,27";26
18;"120607";"gmina wiejska";"gm. Liszki";"krakowski";"małopolskie";"70,23";"0,29";"37,04";"62,96";"0,00";"99,71";"1,41";"8,14";"56,51";"10,74";"0,21";"3,15";"0,06";"0,10";"19,36";"0,11";"0,21";12
18;"120608";"gmina wiejska";"gm. Michałowice";"krakowski";"małopolskie";"71,57";"0,13";"37,50";"62,50";"0,00";"99,87";"1,97";"7,19";"43,77";"13,32";"0,17";"3,44";"0,12";"0,10";"29,52";"0,13";"0,27";5
18;"120609";"gmina wiejska";"gm. Mogilany";"krakowski";"małopolskie";"72,99";"0,26";"38,10";"61,90";"0,00";"99,74";"1,47";"7,88";"44,63";"13,66";"0,20";"2,68";"0,12";"0,12";"28,82";"0,16";"0,26";9
18;"120610";"gmina miejsko-wiejska";"gm. Skała";"krakowski";"małopolskie";"68,93";"0,22";"61,54";"38,46";"0,00";"99,78";"1,87";"6,96";"55,23";"12,88";"0,10";"3,46";"0,09";"0,12";"18,96";"0,12";"0,21";7
18;"120611";"gmina miejsko-wiejska";"gm. Skawina";"krakowski";"małopolskie";"67,83";"0,25";"26,32";"73,68";"0,00";"99,75";"1,96";"8,04";"47,37";"14,96";"0,16";"2,63";"0,12";"0,13";"24,19";"0,15";"0,28";25
18;"120612";"gmina miejsko-wiejska";"gm. Słomniki";"krakowski";"małopolskie";"64,43";"0,39";"25,93";"74,07";"0,00";"99,61";"1,39";"8,02";"60,72";"10,00";"0,29";"3,39";"0,06";"0,13";"15,57";"0,09";"0,35";12
18;"120613";"gmina wiejska";"gm. Sułoszowa";"krakowski";"małopolskie";"71,76";"0,45";"20,00";"80,00";"0,00";"99,55";"0,85";"6,32";"70,15";"6,50";"0,15";"6,23";"0,03";"0,03";"9,34";"0,21";"0,18";5
18;"120614";"gmina miejsko-wiejska";"gm. Świątniki Górne";"krakowski";"małopolskie";"69,42";"0,27";"20,00";"80,00";"0,00";"99,73";"1,36";"8,33";"51,44";"12,33";"0,07";"2,48";"0,05";"0,11";"23,54";"0,07";"0,22";5
18;"120615";"gmina wiejska";"gm. Wielka Wieś";"krakowski";"małopolskie";"74,96";"0,35";"57,69";"42,31";"0,00";"99,65";"1,86";"7,68";"42,12";"15,09";"0,15";"3,30";"0,07";"0,17";"29,08";"0,15";"0,33";9
18;"120616";"gmina wiejska";"gm. Zabierzów";"krakowski";"małopolskie";"75,30";"0,24";"31,58";"68,42";"0,00";"99,76";"2,07";"7,32";"41,02";"13,82";"0,14";"2,65";"0,08";"0,08";"32,27";"0,20";"0,36";24
18;"120617";"gmina wiejska";"gm. Zielonki";"krakowski";"małopolskie";"74,74";"0,25";"34,38";"65,62";"0,00";"99,75";"2,40";"7,41";"35,80";"15,29";"0,17";"3,00";"0,09";"0,11";"35,23";"0,17";"0,35";14
19;"120701";"gmina miejska";"m. Limanowa";"limanowski";"małopolskie";"69,13";"0,30";"45,83";"54,17";"0,00";"99,70";"1,19";"8,50";"58,03";"8,61";"0,19";"3,42";"0,07";"0,06";"19,53";"0,09";"0,30";15
19;"120702";"gmina miejska";"m. Mszana Dolna";"limanowski";"małopolskie";"65,56";"0,15";"33,33";"66,67";"0,00";"99,85";"1,38";"7,29";"58,71";"10,81";"0,30";"2,51";"0,07";"0,25";"18,37";"0,02";"0,30";4
19;"120703";"gmina wiejska";"gm. Dobra";"limanowski";"małopolskie";"64,06";"0,18";"33,33";"66,67";"0,00";"99,82";"1,23";"8,82";"68,37";"6,83";"0,08";"2,65";"0,06";"0,08";"11,48";"0,06";"0,33";9
19;"120704";"gmina wiejska";"gm. Jodłownik";"limanowski";"małopolskie";"64,11";"0,38";"12,50";"87,50";"0,00";"99,62";"0,50";"6,31";"74,09";"5,98";"0,17";"3,17";"0,07";"0,09";"9,22";"0,07";"0,33";10
19;"120705";"gmina wiejska";"gm. Kamienica";"limanowski";"małopolskie";"65,73";"0,41";"18,75";"81,25";"0,00";"99,59";"0,74";"7,78";"75,46";"4,96";"0,08";"1,87";"0,13";"0,03";"8,78";"0,08";"0,10";6
19;"120706";"gmina wiejska";"gm. Laskowa";"limanowski";"małopolskie";"73,78";"0,40";"33,33";"66,67";"0,00";"99,60";"0,88";"7,88";"78,87";"4,75";"0,02";"1,92";"0,20";"0,07";"5,25";"0,04";"0,11";7
19;"120707";"gmina wiejska";"gm. Limanowa";"limanowski";"małopolskie";"69,62";"0,30";"30,00";"70,00";"0,00";"99,70";"0,79";"7,26";"74,27";"5,91";"0,11";"2,96";"0,05";"0,10";"8,33";"0,03";"0,19";19
19;"120708";"gmina wiejska";"gm. Łukowica";"limanowski";"małopolskie";"69,36";"0,35";"44,44";"55,56";"0,00";"99,65";"0,64";"7,52";"75,39";"5,73";"0,12";"3,20";"0,12";"0,12";"6,91";"0,06";"0,21";7
19;"120709";"gmina wiejska";"gm. Mszana Dolna";"limanowski";"małopolskie";"66,56";"0,41";"30,56";"69,44";"0,00";"99,59";"0,86";"7,33";"75,85";"5,77";"0,16";"2,05";"0,02";"0,02";"7,61";"0,06";"0,26";14
19;"120710";"gmina wiejska";"gm. Niedźwiedź";"limanowski";"małopolskie";"57,18";"0,37";"66,67";"33,33";"0,00";"99,63";"0,69";"7,39";"74,16";"5,79";"0,09";"2,25";"0,03";"0,03";"9,24";"0,06";"0,25";4
19;"120711";"gmina wiejska";"gm. Słopnice";"limanowski";"małopolskie";"68,98";"0,32";"18,18";"81,82";"0,00";"99,68";"0,41";"10,05";"75,99";"5,78";"0,12";"1,87";"0,15";"0,06";"5,40";"0,09";"0,09";5
19;"120712";"gmina wiejska";"gm. Tymbark";"limanowski";"małopolskie";"70,95";"0,23";"62,50";"37,50";"0,00";"99,77";"0,85";"7,97";"71,95";"7,23";"0,20";"2,13";"0,11";"0,11";"9,02";"0,09";"0,34";5
18;"120801";"gmina wiejska";"gm. Charsznica";"miechowski";"małopolskie";"61,40";"0,40";"13,33";"86,67";"0,00";"99,60";"1,71";"6,41";"63,31";"8,82";"0,24";"5,83";"0,08";"0,13";"13,23";"0,05";"0,19";8
18;"120802";"gmina wiejska";"gm. Gołcza";"miechowski";"małopolskie";"64,10";"0,41";"30,77";"69,23";"0,00";"99,59";"1,32";"5,94";"64,04";"9,46";"0,22";"6,76";"0,09";"0,00";"11,98";"0,00";"0,19";7
18;"120803";"gmina wiejska";"gm. Kozłów";"miechowski";"małopolskie";"58,55";"0,18";"25,00";"75,00";"0,00";"99,82";"1,15";"5,83";"71,71";"6,58";"0,13";"2,82";"0,09";"0,13";"10,86";"0,04";"0,66";9
18;"120804";"gmina wiejska";"gm. Książ Wielki";"miechowski";"małopolskie";"61,42";"0,31";"0,00";"100,00";"0,00";"99,69";"1,82";"5,35";"68,31";"7,28";"0,19";"3,72";"0,08";"0,08";"12,94";"0,23";"0,00";11
18;"120805";"gmina miejsko-wiejska";"gm. Miechów";"miechowski";"małopolskie";"62,28";"0,28";"44,44";"55,56";"0,00";"99,72";"1,83";"6,79";"53,64";"10,08";"0,35";"4,31";"0,13";"0,06";"22,40";"0,13";"0,27";24
18;"120806";"gmina wiejska";"gm. Racławice";"miechowski";"małopolskie";"57,11";"0,34";"0,00";"100,00";"0,00";"99,66";"1,19";"4,32";"69,52";"5,76";"0,34";"6,86";"0,25";"0,17";"11,43";"0,08";"0,08";3
18;"120807";"gmina wiejska";"gm. Słaboszów";"miechowski";"małopolskie";"55,06";"0,19";"66,67";"33,33";"0,00";"99,81";"1,36";"4,71";"68,73";"6,14";"0,37";"7,88";"0,25";"0,00";"10,11";"0,12";"0,31";4
18;"120901";"gmina miejsko-wiejska";"gm. Dobczyce";"myślenicki";"małopolskie";"69,62";"0,34";"35,71";"64,29";"0,00";"99,66";"1,57";"11,56";"54,64";"11,55";"0,17";"2,79";"0,11";"0,11";"17,12";"0,11";"0,27";9
18;"120902";"gmina wiejska";"gm. Lubień";"myślenicki";"małopolskie";"69,14";"0,19";"20,00";"80,00";"0,00";"99,81";"0,66";"8,83";"71,05";"7,56";"0,11";"1,69";"0,11";"0,15";"9,35";"0,13";"0,34";5
18;"120903";"gmina miejsko-wiejska";"gm. Myślenice";"myślenicki";"małopolskie";"70,74";"0,28";"36,23";"63,77";"0,00";"99,72";"1,19";"8,52";"54,19";"11,41";"0,30";"2,67";"0,13";"0,11";"21,09";"0,14";"0,26";30
18;"120904";"gmina wiejska";"gm. Pcim";"myślenicki";"małopolskie";"71,26";"0,28";"23,53";"76,47";"0,00";"99,72";"0,93";"7,82";"68,46";"8,08";"0,16";"2,18";"0,08";"0,10";"11,87";"0,07";"0,24";8
18;"120905";"gmina wiejska";"gm. Raciechowice";"myślenicki";"małopolskie";"63,84";"0,37";"66,67";"33,33";"0,00";"99,63";"0,92";"6,87";"65,28";"8,90";"0,25";"3,62";"0,03";"0,15";"13,65";"0,03";"0,31";5
